Date,Close
,NFLX
2022-05-02,199.4600067138672
2022-05-03,199.8699951171875
2022-05-04,204.00999450683594
2022-05-05,188.32000732421875
2022-05-06,180.97000122070312
2022-05-09,173.10000610351562
2022-05-10,177.66000366210938
2022-05-11,166.3699951171875
2022-05-12,174.30999755859375
2022-05-13,187.63999938964844
2022-05-16,186.50999450683594
2022-05-17,190.55999755859375
2022-05-18,177.19000244140625
2022-05-19,183.47999572753906
2022-05-20,186.35000610351562
2022-05-23,187.44000244140625
2022-05-24,180.33999633789062
2022-05-25,187.8300018310547
2022-05-26,191.39999389648438
2022-05-27,195.19000244140625
2022-05-31,197.44000244140625
2022-06-01,192.91000366210938
2022-06-02,205.08999633789062
2022-06-03,198.97999572753906
2022-06-06,197.13999938964844
2022-06-07,198.61000061035156
2022-06-08,202.8300018310547
2022-06-09,192.77000427246094
2022-06-10,182.94000244140625
2022-06-13,169.69000244140625
2022-06-14,167.5399932861328
2022-06-15,180.11000061035156
2022-06-16,173.35000610351562
2022-06-17,175.50999450683594
2022-06-21,170.91000366210938
2022-06-22,178.88999938964844
2022-06-23,181.7100067138672
2022-06-24,190.85000610351562
2022-06-27,189.13999938964844
2022-06-28,179.60000610351562
2022-06-29,178.36000061035156
2022-06-30,174.8699951171875
2022-07-01,179.9499969482422
2022-07-05,185.8800048828125
2022-07-06,184.05999755859375
2022-07-07,189.27000427246094
2022-07-08,186.97999572753906
2022-07-11,177.33999633789062
2022-07-12,174.4499969482422
2022-07-13,176.55999755859375
2022-07-14,174.77999877929688
2022-07-15,189.11000061035156
2022-07-18,190.9199981689453
2022-07-19,201.6300048828125
2022-07-20,216.44000244140625
2022-07-21,223.8800048828125
2022-07-22,220.44000244140625
2022-07-25,218.50999450683594
2022-07-26,213.91000366210938
2022-07-27,226.75
2022-07-28,226.02000427246094
2022-07-29,224.89999389648438
2022-08-01,226.2100067138672
2022-08-02,221.4199981689453
2022-08-03,226.72999572753906
2022-08-04,229.91000366210938
2022-08-05,226.77999877929688
2022-08-08,233.49000549316406
2022-08-09,229.94000244140625
2022-08-10,244.11000061035156
2022-08-11,242.6999969482422
2022-08-12,249.3000030517578
2022-08-15,249.11000061035156
2022-08-16,245.69000244140625
2022-08-17,241.14999389648438
2022-08-18,245.1699981689453
2022-08-19,241.16000366210938
2022-08-22,226.5399932861328
2022-08-23,224.5500030517578
2022-08-24,229.61000061035156
2022-08-25,233.97999572753906
2022-08-26,223.27999877929688
2022-08-29,224.57000732421875
2022-08-30,220.64999389648438
2022-08-31,223.55999755859375
2022-09-01,230.0399932861328
2022-09-02,226.11000061035156
2022-09-06,218.38999938964844
2022-09-07,228.9600067138672
2022-09-08,227.44000244140625
2022-09-09,233.57000732421875
2022-09-12,236.52999877929688
2022-09-13,218.1300048828125
2022-09-14,224.1199951171875
2022-09-15,235.3800048828125
2022-09-16,240.1300048828125
2022-09-19,243.6300048828125
2022-09-20,242.85000610351562
2022-09-21,236.8699951171875
2022-09-22,237.0500030517578
2022-09-23,226.41000366210938
2022-09-26,224.07000732421875
2022-09-27,224.36000061035156
2022-09-28,245.1999969482422
2022-09-29,239.7100067138672
2022-09-30,235.44000244140625
2022-10-03,239.0399932861328
2022-10-04,240.74000549316406
2022-10-05,236.72999572753906
2022-10-06,240.02000427246094
2022-10-07,224.75
2022-10-10,229.97999572753906
2022-10-11,214.2899932861328
2022-10-12,220.8699951171875
2022-10-13,232.50999450683594
2022-10-14,230.0
2022-10-17,245.10000610351562
2022-10-18,240.86000061035156
2022-10-19,272.3800048828125
2022-10-20,268.1600036621094
2022-10-21,289.57000732421875
2022-10-24,282.45001220703125
2022-10-25,291.0199890136719
2022-10-26,298.6199951171875
2022-10-27,296.94000244140625
2022-10-28,295.7200012207031
2022-10-31,291.8800048828125
2022-11-01,286.75
2022-11-02,273.0
2022-11-03,269.05999755859375
2022-11-04,260.7900085449219
2022-11-07,258.6000061035156
2022-11-08,263.4599914550781
2022-11-09,254.66000366210938
2022-11-10,274.9700012207031
2022-11-11,290.1300048828125
2022-11-14,299.2699890136719
2022-11-15,310.20001220703125
2022-11-16,306.0199890136719
2022-11-17,295.2799987792969
2022-11-18,287.9800109863281
2022-11-21,285.04998779296875
2022-11-22,286.69000244140625
2022-11-23,291.5
2022-11-25,285.5400085449219
2022-11-28,281.1700134277344
2022-11-29,280.9599914550781
2022-11-30,305.5299987792969
2022-12-01,316.95001220703125
2022-12-02,320.4100036621094
2022-12-05,312.5899963378906
2022-12-06,305.55999755859375
2022-12-07,308.4200134277344
2022-12-08,310.260009765625
2022-12-09,320.010009765625
2022-12-12,315.17999267578125
2022-12-13,320.3399963378906
2022-12-14,317.8299865722656
2022-12-15,290.4100036621094
2022-12-16,290.7099914550781
2022-12-19,288.29998779296875
2022-12-20,288.19000244140625
2022-12-21,297.9599914550781
2022-12-22,297.75
2022-12-23,294.9599914550781
2022-12-27,284.1700134277344
2022-12-28,276.8800048828125
2022-12-29,291.1199951171875
2022-12-30,294.8800048828125
2023-01-03,294.95001220703125
2023-01-04,309.4100036621094
2023-01-05,309.70001220703125
2023-01-06,315.54998779296875
2023-01-09,315.1700134277344
2023-01-10,327.5400085449219
2023-01-11,327.260009765625
2023-01-12,330.1300048828125
2023-01-13,332.82000732421875
2023-01-17,326.2200012207031
2023-01-18,326.3299865722656
2023-01-19,315.7799987792969
2023-01-20,342.5
2023-01-23,357.4200134277344
2023-01-24,363.8299865722656
2023-01-25,367.9599914550781
2023-01-26,364.8699951171875
2023-01-27,360.7699890136719
2023-01-30,353.1099853515625
2023-01-31,353.8599853515625
2023-02-01,361.989990234375
2023-02-02,366.8900146484375
2023-02-03,365.8999938964844
2023-02-06,361.4800109863281
2023-02-07,362.95001220703125
2023-02-08,366.8299865722656
2023-02-09,362.5
2023-02-10,347.3599853515625
2023-02-13,358.57000732421875
2023-02-14,359.9599914550781
2023-02-15,361.4200134277344
2023-02-16,350.7099914550781
2023-02-17,347.9599914550781
2023-02-21,337.5
2023-02-22,334.8800048828125
2023-02-23,323.6499938964844
2023-02-24,317.1499938964844
2023-02-27,323.0299987792969
2023-02-28,322.1300048828125
2023-03-01,313.4800109863281
2023-03-02,311.8800048828125
2023-03-03,315.17999267578125
2023-03-06,312.0299987792969
2023-03-07,308.4700012207031
2023-03-08,311.7900085449219
2023-03-09,297.7799987792969
2023-03-10,292.760009765625
2023-03-13,293.510009765625
2023-03-14,294.94000244140625
2023-03-15,303.7900085449219
2023-03-16,310.05999755859375
2023-03-17,303.5
2023-03-20,305.1300048828125
2023-03-21,305.7900085449219
2023-03-22,293.8999938964844
2023-03-23,320.3699951171875
2023-03-24,328.3900146484375
2023-03-27,327.6600036621094
2023-03-28,323.5199890136719
2023-03-29,332.0299987792969
2023-03-30,338.42999267578125
2023-03-31,345.4800109863281
2023-04-03,348.2799987792969
2023-04-04,346.75
2023-04-05,342.3500061035156
2023-04-06,339.3299865722656
2023-04-10,338.989990234375
2023-04-11,338.2099914550781
